Nome,Genere,Diffusione
ANTONIA,F,1
ANTONICA,F,3
ANTONIETTA,F,1
ANTONILLA,F,4
ANTONINA,F,3
ANTONITA,F,4
ANTONMARIA,F,4
ANWAR,F,4
ANZIA,F,4
APOLLONIA,F,4
APPIA,F,3
APRILE,F,4
APRILIA,F,4
AQUILA,F,4
AQUILANTE,F,4
AQUILINA,F,4
ARABELLA,F,2
ARALDA,F,4
ARCANGELA,F,2
ARCANGELINA,F,3
ARCISA,F,4
ARDA,F,4
ARDITA,F,4
ARDUINA,F,3
ARGANTINA,F,4
ARGEA,F,4
ARGENTA,F,3
ARGENTINA,F,3
ARGENZIA,F,4
ARGIA,F,4
ARIA,F,3
ARIALDA,F,4
ARIANA,F,2
ARIANNA,F,1
ARIELA,F,2
ARIELLA,F,3
ARIETTA,F,3
ARIMONDA,F,3
ARINA,F,4
ARIOLA,F,4
ARIOSTA,F,4
ARIS,F,4
ARISTEA,F,4
ARISTIDINA,F,4
ARISTODEMA,F,4
ARLESIANA,F,4
ARLETTA,F,4
ARMANDA,F,3
ARMANDINA,F,3
ARMELA,F,4
ARMELINA,F,4
ARMELINDA,F,3
ARMELLA,F,4
ARMELLINA,F,4
ARMENA,F,4
ARMENIA,F,4
ARMENTINA,F,4
ARMERINA,F,4
ARMIDA,F,3
ARMILLA,F,4
ARMINA,F,4
ARMINDA,F,4
ARMINIA,F,4
ARNALDA,F,3
ARNALDINA,F,4
ARNOLDA,F,3
AROLDA,F,4
ARPALICE,F,4
ARRIGA,F,3
ARSENIA,F,4
ARSILIA,F,4
ARTEMIA,F,3
ARTEMIDE,F,3
ARTEMISIA,F,3
ARTENIA,F,4
ARTENICE,F,4
ARTIDE,F,4
ARTIMINA,F,4
ARTURA,F,4
ARTURINA,F,4
ASCANIA,F,3
ASCENSA,F,3
ASCENSINA,F,3
ASCENZA,F,3
ASCENZINA,F,4
ASIA,F,2
ASMARA,F,3
ASPASIA,F,4
ASSUERA,F,4
ASSUNTA,F,2
ASSUNTINA,F,2
ASTERIA,F,4
ASTRA,F,3
ASTREA,F,3
ATALA,F,3
ATALIA,F,4
ATEA,F,4
ATENA,F,3
ATENE,F,3
ATTALA,F,3
ATTILIA,F,3
ATTILIANA,F,4
AUDENZIA,F,4
AUGUSTA,F,2
AUGUSTINA,F,3
AURA,F,2
AUREA,F,3
AURELIA,F,2
AURELIANA,F,3
AURETTA,F,3
AURORA,F,2
AUSILIA,F,3
AUSONIA,F,4
AVA,F,2
AVE,F,3
AVELIA,F,4
AVELINA,F,4
AVELLINA,F,4
AVENTINA,F,4
AVERINA,F,4
AVVENTINA,F,4
AYLEEN,F,3
AZAEA,F,4
AZARIA,F,4
AZEGLIA,F,4
AZELIA,F,4
AZELMA,F,4
AZIA,F,4
AZZELLA,F,4
AZZOLINA,F,4
AZZURRA,F,2
AZZURRINA,F,3
BACHISIA,F,3
BAINGIA,F,4
BALBINA,F,4
BALDA,F,3
BALDINA,F,3
BALDOVINA,F,3
BALDUINA,F,3
BAMBINA,F,3
BARBARA,F,1
BARBARELLA,F,2
BARBARINA,F,3
BARBERA,F,3
BARBERINA,F,3
BARTOLA,F,3
BARTOLINA,F,3
BARTOLOMEA,F,3
BASILEA,F,3
BASILIA,F,3
BASILIOLA,F,3
BASILISSA,F,3
BASILLA,F,4
BASSANINA,F,4
BASTIANA,F,3
BASTIANINA,F,3
BATTISTINA,F,3
BAUDOLINA,F,4
BEATA,F,3
BEATE,F,3
BEATRICE,F,1
BELARDINA,F,4
BELISARIA,F,3
BELLA,F,3
BELLINA,F,3
BENEDETTA,F,1
BENEDETTINA,F,3
BENGASINA,F,3
BENIAMINA,F,2
BENIGNA,F,3
BENILDA,F,3
BENILDE,F,3
BENINA,F,3
BENITA,F,3
BENIZIA,F,4
BENSA,F,4
BENUCCIA,F,4
BENVENUTA,F,3
BEPPA,F,3
BEPPINA,F,3
BERARDA,F,3
BERARDINA,F,3
BERENGARIA,F,3
BERENICE,F,3
BERNADETTA,F,3
BERNADETTE,F,3
BERNARDA,F,2
BERNARDETTA,F,3
BERNARDINA,F,2
BERTA,F,2
BERTILLA,F,4
BERTINA,F,3
BESA,F,4
BETSABEA,F,3
BETTA,F,2
BETTINA,F,2
BIAGIA,F,3
BIAGINA,F,3
BIANCA,F,2
BIANCAMARIA,F,2
BIANCANEVE,F,2
BIANCAROSA,F,2
BIANCHINA,F,3
BIASE,F,3
BIBBIANA,F,3
BIBIANA,F,3
BIBLIDE,F,3
BICCHERI,F,4
BICE,F,2
BICETTA,F,3
BINA,F,2
BIONDA,F,3
BIONDINA,F,3
BIRGITTA,F,3
BLANDA,F,3
BLANDINA,F,3
BLUETTA,F,4
BONA,F,3
BONACATA,F,4
BONACATTA,F,4
BONARIA,F,3
BONARINA,F,3
BONELLA,F,4
BONINA,F,4
BONUCCIA,F,4
BORTOLA,F,3
BORTOLINA,F,4
BORTOLOMEA,F,4
BRASILIA,F,4
BRASILINA,F,4
BRENNA,F,3
BRIGIDA,F,2
BRIGIDINA,F,3
BRIGITTA,F,2
BRILLANTE,F,3
BRILLANTINA,F,3
BRIZIA,F,4
BROCCOLA,F,4
BRUNA,F,1
BRUNELLA,F,2
BRUNERA,F,3
BRUNETTA,F,3
BRUNILDE,F,2
BRUNINA,F,3
CABIRIA,F,3
CADIRA,F,4
CADORNA,F,4
CAFIERA,F,4
CALCEDONIA,F,4
CALISTA,F,3
CALLIOPE,F,3
CALLISTA,F,3
CALOGERA,F,3
CALVINA,F,3
CAMELIA,F,3
CAMILLA,F,1
CANDA,F,4
CANDELORA,F,4
CANDIDA,F,3
CARA,F,3
CARDINA,F,3
CARINA,F,3
CARISSIMA,F,3
CARLA,F,1
CARLETTA,F,3
CARLINA,F,3
CARLOTTA,F,2
CARLOTTINA,F,3
CARLUCCIA,F,3
CARMELA,F,1
CARMELINA,F,2
CARMELINDA,F,3
CARMELITA,F,3
CARMEN,F,1
CARMINA,F,2
CARMINELLA,F,3
CARMOSINA,F,3
CAROLA,F,1
CAROLINA,F,1
CASILDE,F,4
CASIMIRA,F,3
CASSANDRA,F,3
CASSIA,F,3
CASSIANA,F,3
CASTA,F,3
CASTENZE,F,4
CASTORINA,F,4
CASTRENZA,F,4
CASTRENZE,F,4
CASTRESE,F,4
CATALDA,F,3
CATALDINA,F,3
CATALINA,F,3
CATARINA,F,3
CATELLA,F,3
CATENA,F,3
CATERINA,F,1
CATIA,F,2
CATINA,F,3
CATTERINA,F,3
CATULLA,F,3
CECCHINA,F,3
CECILIA,F,1
CELERINA,F,3
CELESTA,F,3
CELESTE,F,2
CELESTINA,F,2
CELIA,F,3
CELIDONIA,F,4
CELINA,F,3
CELINIA,F,3
CELLINA,F,3
CELSA,F,3
CELSINA,F,3
CENERINA,F,3
CENSINA,F,4
CENZA,F,4
CENZELLA,F,4
CENZINA,F,4
CESARA,F,2
CESAREA,F,3
CESARIA,F,3
CESARINA,F,2
CESARITA,F,3
CESELLA,F,4
CESIDIA,F,4
CESINA,F,4
CESIRA,F,2
CETTINA,F,2
CHAMINDA,F,3
CHANTAL,F,2
CHERKI,F,4
CHIAFFREDA,F,4
CHIARA,F,1
CHIARASTELLA,F,2
CHIARELLA,F,2
CHIARETTA,F,2
CHIARINA,F,2
CHICCA,F,2
CHLOE,F,2
CHRISTINA,F,2
CIANA,F,3
CICITA,F,4
CINA,F,4
CINZIA,F,1
CIPRIANA,F,3
CIRA,F,2
CIRENE,F,3
CIRETTA,F,3
CIRIACA,F,3
CIRILLA,F,3
CIRINA,F,3
CISA,F,3
CISELLA,F,3
CITA,F,3
CIVITA,F,3
CLARA,F,1
CLARENZA,F,3
CLARENZIA,F,3
CLARETTA,F,2
CLARICE,F,2
CLARISSA,F,1
CLARISSE,F,2
CLARITA,F,3
CLAUDIA,F,1
CLAUDIANA,F,2
CLAUDINA,F,2
CLEA,F,2
CLEANTE,F,3
CLELIA,F,1
CLEME,F,3
CLEMENTA,F,3
CLEMENTINA,F,2
CLEMENZA,F,3
CLEMENZIA,F,3
CLEO,F,2
CLEOFE,F,2
CLEOFINA,F,3
CLEONICE,F,2
CLEONILDE,F,2
CLEONTINA,F,3
CLEOPATRA,F,2
CLEOPE,F,2
CLERIA,F,3
CLERICE,F,3
CLETA,F,3
CLIA,F,4
CLICERIA,F,4
CLIMENE,F,4
CLITA,F,4
CLIZIA,F,3
CLODIA,F,3
CLODOMIRA,F,3
CLODOVEA,F,3
CLOE,F,2
CLORA,F,3
CLORI,F,3
CLORIDE,F,3
CLORINDA,F,3
CLOTILDE,F,2
COLA,F,3
COLETTA,F,2
COLOMBA,F,2
COLOMBINA,F,3
COLTURA,F,4
COMASIA,F,4
COMITA,F,4
COMUNARDA,F,4
CONA,F,4
CONCEPITA,F,4
CONCESSA,F,3
CONCESSINA,F,4
CONCETTA,F,2
CONCETTINA,F,2
CONCEZIA,F,3
CONCEZIONE,F,3
CONCHITA,F,3
CONCITA,F,3
CONCORDIA,F,3
CONETTA,F,4
CONFORTA,F,3
CONINA,F,4
CONSALVA,F,4
CONSIGLIA,F,3
CONSILIA,F,3
CONSOLA,F,3
CONSOLATA,F,3
CONSOLAZIONE,F,3
CONSOLINA,F,3
CONSUELA,F,3
CONTARDA,F,4
CONTARDINA,F,4
CORA,F,2
CORALLA,F,3
CORALLINA,F,3
CORDELIA,F,2
CORILLA,F,3
CORINA,F,3
CORINDA,F,4
CORINNA,F,2
CORINNE,F,2
CORINTA,F,4
CORNELIA,F,2
CORONA,F,2
CORONATA,F,2
CORRADA,F,2
CORRADINA,F,2
CORSINA,F,4
CORTESIA,F,4
CORTESINA,F,4
CORTINA,F,4
COSETTA,F,4
COSIMA,F,2
COSIMINA,F,3
COSMINA,F,3
COSTANTINA,F,2
COSTANZA,F,1
CRESCENTINA,F,3
CRESCENZA,F,3
CRESCENZIA,F,3
CREUSA,F,3
CRISANTE,F,3
CRISEIDE,F,3
CRISPINA,F,3
CRISTA,F,3
CRISTIANA,F,1
CRISTINA,F,1
CRISTOFORA,F,3
CROCE,F,3
CROCEFISSA,F,3
CROCETTA,F,3
CROCIFISSA,F,3
CROCINA,F,3
CUNEGONDA,F,3
CURZIA,F,3
DAFNE,F,2
DAFNI,F,3
DAGOBERTA,F,3
DAIANA,F,3
DALCISA,F,3
DALGISA,F,3
DALIA,F,2
DALILA,F,2
DALINDA,F,3
DALMA,F,3
DALMATA,F,3
DALMAZIA,F,3
DALMINA,F,4
DAMASA,F,4
DAMASCA,F,4
DAMIANA,F,3
DAMINA,F,4
DANA,F,3
DANIA,F,3
DANIELA,F,1
DANIELE,F,2
DANIELLA,F,3
DANIELLE,F,2
DANILA,F,2
DANILLA,F,3
DANTA,F,3
DANTINA,F,3
DARIA,F,2
DARIELLA,F,3
DARINA,F,3
DARMA,F,4
DARVINA,F,4
DAVIDA,F,3
DAVIDICA,F,3
DAVIDINA,F,3
DAVINA,F,4
DEA,F,3
DEANA,F,3
DEANIRA,F,3
DEANNA,F,3
DEBORA,F,1
DEBORAH,F,1
DECIA,F,3
DECIMA,F,3
DECIMINA,F,3
DEFENDINA,F,4
DEGNA,F,4
DEIANA,F,4
DEIANIRA,F,3
DELCISA,F,4
DELEDDA,F,3
DELFA,F,3
DELFIA,F,3
DELFINA,F,3
DELIA,F,2
DELINA,F,3
DELINDA,F,3
DELIZIA,F,3
DELMA,F,3
DELMINA,F,4
DELMIRA,F,4
DEMA,F,4
DEMETRIA,F,3
DEMURTAS,F,4
DENISA,F,3
DENISE,F,2
DENISIA,F,3
DEODATA,F,3
DEOMIRA,F,3
DEONISIA,F,4
DERA,F,4
DERINA,F,4
DERNA,F,4
DESDEMONA,F,3
DESIA,F,4
DESIDERA,F,4
DESIDERATA,F,4
DESIDERIA,F,4
DESIREE,F,2
DESOLINA,F,2
DIAMANTA,F,3
DIAMANTINA,F,3
DIAMBRA,F,3
DIANA,F,1
DIANDRA,F,4
DIANELLA,F,3
DIANORA,F,4
DIDIA,F,4
DIDIMA,F,3
DIEGA,F,3
DILETTA,F,2
DILIA,F,4
DILIANA,F,4
DIMA,F,4
DIMITRA,F,3
DIMITRINA,F,4
DIMMA,F,4
DINA,F,2
DIODATA,F,3
DIODORA,F,3
DIOMIRA,F,3
DIONELLA,F,3
DIONIGIA,F,2
DIONILLA,F,3
DIONIRA,F,3
DIONISIA,F,2
DIOSCORIDE,F,3
DIRCE,F,4
DIRCEA,F,4
DISMA,F,4
DISOLINA,F,3
DIVA,F,3
DIVINA,F,3
DOGALINA,F,4
DOLCINA,F,3
DOLCISSIMA,F,3
DOLFINA,F,3
DOLINDA,F,3
DOLORATA,F,3
DOLORES,F,1
DOLORETTA,F,4
DOLORICE,F,4
DOLORINA,F,4
DOLORINDA,F,4
DOLOROSA,F,4
DOMENICA,F,2
DOMENICHINA,F,3
DOMINICA,F,3
DOMITILLA,F,3
DOMIZIA,F,2
DOMIZIANA,F,2
DONATA,F,2
DONATELLA,F,1
DONATILLA,F,3
DONATINA,F,3
DONELLA,F,3
DONETTA,F,4
DONINA,F,4
DONNA,F,3
DONNINA,F,4
DORA,F,2
DORALBA,F,2
DORALICE,F,3
DORANDA,F,3
DORELLA,F,3
DORETTA,F,3
DORIA,F,3
DORIANA,F,2
DORINA,F,2
DORINDA,F,3
DORIS,F,2
DORITA,F,3
DOROTEA,F,2
DOSOLINA,F,3
DOVIGLIA,F,3
DOVILIA,F,3
DRAGA,F,4
DRIADE,F,3
DRUSIANA,F,4
DRUSILLA,F,4
DRUSOLINA,F,4
DUCCIA,F,3
DUILIA,F,3
DUINA,F,4
DULCINEA,F,3
DUSE,F,4
DUSOLA,F,4
DUSOLINA,F,4
EBE,F,3
ECCELSA,F,4
ECLA,F,4
ECLE,F,4
ECO,F,3
EDA,F,3
EDDA,F,2
EDE,F,4
EDEN,F,4
EDENA,F,4
EDERA,F,3
EDERINA,F,3
EDESIA,F,4
EDGARDA,F,3
EDI,F,3
EDIA,F,4
EDILA,F,4
EDILIA,F,4
EDINA,F,4
EDITA,F,3
EDITTA,F,4
EDMA,F,4
EDMEA,F,4
EDMONDA,F,2
EDOARDA,F,2
EDOARDINA,F,3
EDRA,F,4
EDUARDA,F,3
EDUILIA,F,3
EDUINA,F,4
EDVIGE,F,2
EDVINA,F,4
EFFISIA,F,3
EFIGENIA,F,3
EFISIA,F,3
EFISINA,F,3
EGEA,F,3
EGERIA,F,4
EGHE,F,4
EGIDA,F,4
EGIDE,F,4
EGIDIA,F,3
EGILDA,F,3
EGILDE,F,4
EGILIA,F,4
EGISTA,F,3
EGIZIA,F,4
EGIZIACA,F,4
EGIZIANA,F,4
EGLA,F,3
EGLANTINA,F,4
EGLE,F,3
EGLINA,F,4
ELBA,F,4
ELBANA,F,4
ELDA,F,2
ELDINA,F,3
ELEA,F,3
ELEANA,F,3
ELENA,F,1
ELENIA,F,3
ELEONARDA,F,3
ELEONORA,F,1
ELETTA,F,3
ELETTRA,F,2
ELEUTERIA,F,4
ELFA,F,4
ELFIA,F,4
ELFINA,F,4
ELFRIDA,F,3
ELFRIDE,F,3
ELGA,F,2
ELHASSANIA,F,4
ELIANA,F,2
ELIANORA,F,3
ELIDA,F,3
ELIDE,F,2
ELIDIA,F,3
ELIGIA,F,3
ELINA,F,3
ELINDA,F,3
ELIODORA,F,3
ELISA,F,1
ELISABELLA,F,2
ELISABETH,F,2
ELISABETTA,F,2
ELISANNA,F,3
ELISEA,F,3
ELISENA,F,3
ELISETTA,F,3
ELISIA,F,3
ELISIANA,F,3
ELLA,F,2
ELLENA,F,4
ELLENIA,F,4
ELLERA,F,4
ELLIA,F,4
ELLIANA,F,4
ELLIDA,F,4
ELMA,F,3
ELMINA,F,3
ELMIRA,F,3
ELOISA,F,2
ELOISIA,F,3
ELPIDIA,F,3
ELSA,F,2
ELSE,F,3
ELSIA,F,3
ELSINA,F,4
ELVA,F,4
ELVANA,F,4
ELVEA,F,4
ELVENZIA,F,4
ELVEZIA,F,2
ELVIA,F,2
ELVIANA,F,3
ELVIDA,F,4
ELVIDIA,F,4
ELVINA,F,4
ELVINIA,F,4
ELVIRA,F,2
ELVIRINA,F,3
ELVISA,F,3
ELVISE,F,3
ELVISIA,F,3
ELZA,F,3
ELZBIETA,F,3
EMANUELA,F,1
EMANUELLA,F,2
EMERA,F,4
EMERENZIANA,F,4
EMERIA,F,4
EMERICA,F,4
EMERINA,F,4
EMIDDIA,F,4
EMIDIA,F,3
EMILIA,F,1
EMILIANA,F,1
EMILIETTA,F,2
EMINA,F,4
EMIRA,F,4
EMMA,F,1
EMMANUELA,F,2
EMMANUELLE,F,2
EMMELINA,F,3
ENEDINA,F,4
ENEIDE,F,3
ENERINA,F,4
ENIA,F,4
ENNIA,F,3
ENOTRIA,F,4
ENRICA,F,1
ENRICHETTA,F,2
ENZA,F,1
ENZIA,F,3
ENZINA,F,2
EOLA,F,3
EPIFANIA,F,3
ERA,F,3
ERACLEA,F,3
ERACLIA,F,3
ERACLITA,F,3
ERALDA,F,3
ERASMA,F,3
ERCOLA,F,3
ERCOLINA,F,2
ERENIA,F,4
ERIA,F,4
ERIANA,F,4
ERIBERTA,F,4
ERICA,F,1
ERIDANA,F,4
ERIDE,F,4
ERIKA,F,1
ERILDA,F,4
ERILDE,F,3
ERINA,F,3
ERINNA,F,3
ERINNE,F,3
ERITREA,F,3
ERLINDA,F,4
ERMA,F,4
ERMACORA,F,4
ERMAGORA,F,4
ERMANA,F,3
ERMANDA,F,4
ERMANNA,F,4
ERMELINA,F,3
ERMELINDA,F,2
ERMELLA,F,4
ERMELLINA,F,3
ERMENA,F,3
ERMENEGILDA,F,3
ERMENGARDA,F,2
ERMENGILDA,F,3
ERMENTINA,F,4
ERMENTRUDE,F,4
ERMESINA,F,4
ERMETA,F,4
ERMETINA,F,4
ERMIDA,F,3
ERMIDE,F,4
ERMILDA,F,4
ERMINA,F,4
ERMINDA,F,4
ERMINIA,F,2
ERMITE,F,4
ERNA,F,4
ERNALDA,F,4
ERNELLA,F,4
ERNESTA,F,2
ERNESTINA,F,3
ERODIADE,F,3
ERRICA,F,3
ERRICHETTA,F,3
ERSIGLIA,F,3
ERSILIA,F,3
ERTA,F,4
ERTE,F,4
ERVINA,F,4
ESDRA,F,4
ESEDRA,F,4
ESMERALDA,F,2
ESPEDITA,F,3
ESPERANZA,F,3
ESPERIA,F,4
ESPERINA,F,4
ESTA,F,4
ESTE,F,4
ESTELLA,F,3
ESTER,F,1
ESTERINA,F,2
ESUPERANZIA,F,4
ESUPERIA,F,4
ETRURIA,F,4
ETRUSCA,F,4
ETTA,F,3
ETTORA,F,3
ETTORINA,F,3
EUCLIDA,F,4
EUDEMIA,F,4
EUDILIA,F,4
EUDOCIA,F,4
EUDOSIA,F,4
EUDOSSIA,F,4
EUFELIA,F,4
EUFEMIA,F,3
EUFRASIA,F,4
EUFRASINA,F,4
EUFROSIA,F,4
EUFROSINA,F,4
EUGENIA,F,2
EULALIA,F,3
EUMENE,F,4
EUNICE,F,3
EUPREMIA,F,4
EURA,F,4
EURIDICE,F,3
EUROPA,F,2
EUROPEA,F,3
EUROSIA,F,3
EUSAPIA,F,3
EUSEBIA,F,3
EUSTACCHIA,F,3
EUSTACHIA,F,3
EUTICHIA,F,4
EUTIMIA,F,4
EVA,F,1
EVALDA,F,3
EVANDRINA,F,3
EVANGELA,F,3
EVANGELIA,F,3
EVANGELINA,F,3
EVARISTA,F,3
EVASIA,F,3
EVELIA,F,3
EVELINA,F,2
EVELISA,F,4
EVENDRA,F,4
EVERARDA,F,3
EVIA,F,4
EVINA,F,4
EVITA,F,2
EWA,F,3
EZECHIA,F,3
EZECHIELA,F,3
EZECHIELLA,F,3
EZECHIELLE,F,3
EZELINA,F,3
EZELINDA,F,3
EZIA,F,3
EZZEDINE,F,3
EZZELINA,F,3
FABBIA,F,3
FABBIANA,F,3
FABBIOLA,F,3
FABBRINA,F,3
FABBRIZIA,F,3
FABEA,F,3
FABIA,F,2
FABIANA,F,1
FABIELLA,F,3
FABINA,F,3
FABIOLA,F,1
FABIOLINA,F,3
FABRIANA,F,4
FABRINA,F,3
FABRIZIA,F,1
FACONDINA,F,4
FADIA,F,4
FADILLA,F,4
FAENZA,F,4
FAIDA,F,4
FAIRA,F,4
FAISA,F,4
FAITA,F,4
FAIZA,F,4
FALDA,F,4
FALDINA,F,4
FALEDRA,F,4
FALENA,F,4
FALERIA,F,4
FALERINA,F,4
FALIERA,F,4
FALINA,F,4
FALMA,F,4
FAMIANA,F,4
FANA,F,4
FANIA,F,4
FANILLA,F,4
FANINA,F,4
FANNA,F,4
FANNI',F,2
FANNI,F,3
FANNIA,F,4
FANNINA,F,4
FANNITA,F,4
FANNUCCIA,F,4
FANNY,F,2
FANOLA,F,4
FANTINA,F,4
FANUEL,F,4
FANZIA,F,4
FAOSTINA,F,4
FARA,F,4
FARAILDE,F,4
FASANA,F,4
FASMA,F,4
FATA,F,3
FATIMA,F,2
FATINA,F,3
FATMA,F,2
FATOLINA,F,4
FAUCI,F,4
FAUSTA,F,3
FAUSTINA,F,2
FAVIANA,F,3
FAVILLA,F,3
FAVORINA,F,3
FAVORITA,F,3
FEA,F,4
FEANNA,F,4
FEBA,F,4
FEBBRINA,F,4
FEBBRONIA,F,4
FEBE,F,2
FEBEA,F,3
FEBRONIA,F,4
FEDALBA,F,4
FEDALMA,F,4
FEDE,F,3
FEDELA,F,4
FEDELE,F,3
FEDELIA,F,3
FEDELICA,F,3
FEDELINA,F,4
FEDELINDA,F,4
FEDERA,F,4
FEDERICA,F,1
FEDERIGA,F,3
FEDERINA,F,3
FEDIA,F,4
FEDILIA,F,4
FEDILLA,F,4
FEDINA,F,4
FEDORA,F,3
FEDORINA,F,3
FEDORVANA,F,4
FEDRA,F,3
FEDRICA,F,3
FEGRA,F,4
FELA,F,4
FELDA,F,4
FELESINA,F,4
FELIA,F,4
FELICEA,F,4
FELICELLA,F,4
FELICETA,F,4
FELICETTA,F,3
FELICIA,F,2
FELICIANA,F,3
FELICIETTA,F,4
FELICINA,F,3
FELICIOLA,F,4
FELICISSIMA,F,3
FELICITA',F,3
FELICITA,F,3
FELICITAS,F,4
FELIDA,F,4
FELIDE,F,3
FELIDIA,F,4
FELINA,F,4
FELINDA,F,4
FELISA,F,4
FELISIA,F,4
FELISIANA,F,4
FELIZIA,F,4
FELIZIANA,F,4
FELLINA,F,4
FELMA,F,4
FELMINA,F,4
FELSE,F,4
FELSINA,F,4
FEMIA,F,4
FENELA,F,4
FENELIA,F,4
FENELLA,F,4
FENENNA,F,4
FENESIA,F,4
FENESINA,F,4
FENIA,F,4
FENICE,F,3
FENICIA,F,3
FENICOLA,F,4
FENIMOLA,F,4
FENINA,F,4
FENISA,F,4
FENISIA,F,4
FENIZIA,F,4
FENOLIA,F,4
FENZA,F,4
FERA,F,4
FERALDA,F,4
FERANDA,F,4
FERDINA,F,4
FERDINANDA,F,2
FERDINANDINA,F,3
FERIA,F,3
FERIANA,F,3
FERIDA,F,3
FERIDE,F,3
FERIDIA,F,3
FERIDIE,F,4
FERINA,F,4
FERMA,F,3
FERMANA,F,4
FERMENTINA,F,4
FERMILDE,F,4
FERMILIA,F,4
FERMILIDE,F,4
FERMINA,F,3
FERMINIA,F,3
FERNALDA,F,4
FERNANDA,F,1
FERNELLA,F,4
FERNICE,F,4
FERNIDA,F,4
FERRANDA,F,3
FERRANDINA,F,4
FERRARA,F,3
FERRARINA,F,3
FERREA,F,3
FERRERA,F,4
FERRIANA,F,4
FERRIDA,F,4
FERRINA,F,4
FERRONIA,F,4
FERTILIA,F,3
FERVIDA,F,4
FESPECA,F,4
FESTILIA,F,4
FESTINA,F,3
FESTOSA,F,3
FETINA,F,4
FIAMETTA,F,4
FIAMMA,F,2
FIAMMELLA,F,3
FIAMMETTA,F,2
FIAMMINA,F,3
FIANDRA,F,3
FICENZA,F,4
FIDA,F,4
FIDALBA,F,4
FIDALDA,F,4
FIDALINA,F,4
FIDALMA,F,4
FIDALMINA,F,4
FIDARMA,F,4
FIDE,F,4
FIDEA,F,4
FIDELIA,F,3
FIDELINA,F,4
FIDELMA,F,3
FIDELMINA,F,3
FIDENZIA,F,4
FIDES,F,3
FIDUCIA,F,3
FIERINA,F,4
FIFETTA,F,4
FIFINA,F,4
FIGENIA,F,4
FILADELFA,F,3
FILADELFIA,F,3
FILADORA,F,3
FILARGINA,F,4
FILDA,F,4
FILDE,F,4
FILEA,F,4
FILENA,F,4
FILIA,F,4
FILIANA,F,4
FILIBERTA,F,3
FILICETTA,F,4
FILICINA,F,4
FILIDE,F,3
FILIDEA,F,4
FILIMENA,F,4
FILINA,F,4
FILINDA,F,4
FILIPPA,F,2
FILIPPELLA,F,3
FILIPPETTA,F,3
FILIPPINA,F,3
FILIRA,F,4
FILLIDE,F,3
FILMA,F,4
FILOCIA,F,4
FILODEA,F,4
FILOMANA,F,4
FILOMENA,F,2
FILOMENNA,F,3
FILONILLA,F,4
FILOTEA,F,4
FILUCCIA,F,4
FILUMENA,F,2
FINA,F,3
FINALBA,F,3
FINALDA,F,3
FINAROSA,F,3
FINE,F,4
FINELLA,F,4
FINESIA,F,4
FINETTA,F,4
FINIA,F,4
FINICOLA,F,4
FINIMOLA,F,4
FINIMONDA,F,4
FINIMUNDA,F,4
FINISIA,F,4
FINITA,F,4
FINIZIA,F,4
FINUCCIA,F,4
FINUZZA,F,4
FIOLDISA,F,4
FIOLOMENA,F,4
FIONA,F,2
FIORA,F,2
FIORADEA,F,4
FIORALBA,F,3
FIORALDA,F,3
FIORALICE,F,2
FIORALMA,F,3
FIORAMANTE,F,3
FIORANA,F,2
FIORANDA,F,3
FIORANGELA,F,2
FIORANGIOLA,F,3
FIORANNA,F,3
FIORANTE,F,3
FIORAVANTINA,F,3
FIORBELLINA,F,3
FIORDALBA,F,3
FIORDALICE,F,3
FIORDALIGE,F,3
FIORDALINDA,F,3
FIORDALISA,F,3
FIORDALISE,F,3
FIORDALISO,F,3
FIORDELICE,F,3
FIORDELINDA,F,3
FIORDELISA,F,3
FIORDESTILDE,F,4
FIORDIMARIA,F,4
FIORDINA,F,4
FIORDINEVE,F,3
FIORDISA,F,4
FIORDISPINA,F,3
FIORDISTELLA,F,3
FIORDOLIVA,F,4
FIORE,F,3
FIORELINDA,F,3
FIORELISA,F,3
FIORELLA,F,2
FIORELLINA,F,3
FIORENA,F,3
FIORENDA,F,3
FIORENTE,F,3
FIORENTINA,F,3
FIORENZA,F,2
FIORENZIA,F,3
FIORESTILDE,F,4
FIORETTA,F,4
FIORI,F,4
FIORIDEA,F,3
FIORIGE,F,4
FIORIGGIA,F,4
FIORIGIA,F,4
FIORILDA,F,4
FIORILDE,F,4
FIORILENA,F,4
FIORILLA,F,4
FIORINA,F,3
FIORINDA,F,3
FIORINELLA,F,4
FIORINTA,F,4
FIORISA,F,4
FIORISELLA,F,4
FIORISIA,F,4
FIORITA,F,3
FIORLINDA,F,3
FIORLISA,F,3
FIORMARIA,F,3
FIOVA,F,4
FIRENZA,F,4
FIRENZE,F,4
FIRMA,F,4
FIRMANA,F,4
FIRMINA,F,4
FIRMINIA,F,4
FIRUTA,F,4
FISIA,F,4
FIUMANA,F,4
FIUME,F,4
FIUMETTA,F,4
FIUMINA,F,4
FLAIDE,F,4
FLAMINA,F,4
FLAMINIA,F,2
FLAUTILLA,F,4
FLAVIA,F,2
FLAVIANA,F,2
FLAVIANNA,F,3
FLAVIETTA,F,2
FLAVINA,F,3
FLAVINIA,F,3
FLEANA,F,4
FLEANNA,F,4
FLEBONIA,F,4
FLEDIA,F,4
FLEMIA,F,4
FLENA,F,4
FLENIA,F,4
FLERA,F,4
FLERIDE,F,4
FLERIS,F,4
FLOIDE,F,4
FLOR,F,3
FLORA,F,2
